_id,id,active_printer_name,bill_auto_cut,bill_bottom_feed,bill_footer_message,bill_logo_url,bill_paper_width,bill_printable_width,bill_show_header,bill_show_logo,bill_show_payment_mode,bill_show_tax_summary,bill_show_upi_qr,bill_top_margin,bill_upi_id,bill_upi_payee_name,cgst_rate,connection_mode,kot_auto_cut,kot_bottom_feed,kot_font_size,kot_highlight_qty,kot_item_separator,kot_paper_width,kot_printable_width,kot_show_category,kot_show_customer,kot_show_item_notes,kot_show_order_type,kot_show_table,kot_show_timestamp,kot_top_margin,printer_model,restaurant_address,restaurant_fssai,restaurant_gstin,restaurant_name,restaurant_phone,sgst_rate,updated_at,_migrated_at,_migrated_from
"6a899fa73fb8c43ecce7bee7","default","TVS RP3200 Plus","full","1","Thank you for dining with us! Please visit again.","/images/logo.png","56","72","true","true","true","true","true","0","7501299357@YBL","LIMRA RESTAURANT","2.5","driver","partial","1","large","true","dashed","56","72","false","true","true","true","true","true","0","TVS RP3200 Plus","Nimtala, Alanggiri, Egra, West Bengal 721429","","19BWHPA4482J1ZA","LIMRA RESTAURANT","9635545808","2.5","2026-08-21T14:09:29.349Z","""2026-08-22T13:49:16.923Z""","""public"".""printer_settings"""
