_id,id,created_at,date,details,name,qty,sku,type,unit,user,action,_migrated_at,_migrated_from,item_id,item_name,quantity,balance_after,reference_id,order_id
"6a89a2c63fb8c43ecce7c20f","log_1786023057497_a0r3","2026-08-06T13:30:57.503Z","2026-08-22T13:23:18.491Z","'-0.25 kg | Manual OUT entry recorded for J082","","0","","IN","pcs","Admin","Green Chilli (কাঁচা লঙ্কা) (Stock OUT (-))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c210","log_1786023179377_bxj5","2026-08-06T13:32:59.380Z","2026-08-22T13:23:18.491Z","'-3.5 kg | Manual OUT entry recorded for J075","","0","","IN","pcs","Admin","Potato (আলু) (Stock OUT (-))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c211","log_1786023197932_v56q","2026-08-06T13:33:17.934Z","2026-08-22T13:23:18.491Z","'-4.5 kg | Manual OUT entry recorded for J076","","0","","IN","pcs","Admin","Onion (পেঁয়াজ) (Stock OUT (-))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c212","log_1786023225111_wiij","2026-08-06T13:33:45.113Z","2026-08-22T13:23:18.491Z","'-3 kg | Manual OUT entry recorded for J077","","0","","IN","pcs","Admin","Ginger (আদা) (Stock OUT (-))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c213","log_1786023248604_c2tm","2026-08-06T13:34:08.607Z","2026-08-22T13:23:18.491Z","'-2.2 kg | Manual OUT entry recorded for J078","","0","","IN","pcs","Admin","Garlic (রসুন) (Stock OUT (-))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c214","log_1786023296388_98as","2026-08-06T13:34:56.391Z","2026-08-22T13:23:18.491Z","'+10 kg | Manual IN entry recorded for J075","","0","","IN","pcs","Admin","Potato (আলু) (Stock IN (+))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c215","log_1786023315112_cbw9","2026-08-06T13:35:15.114Z","2026-08-22T13:23:18.491Z","'+17 kg | Manual IN entry recorded for J076","","0","","IN","pcs","Admin","Onion (পেঁয়াজ) (Stock IN (+))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c216","log_1786023338367_2epw","2026-08-06T13:35:38.370Z","2026-08-22T13:23:18.491Z","'+250 g | Manual IN entry recorded for J056","","0","","IN","pcs","Admin","Paneer (পনির) (Stock IN (+))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c217","log_1786023349415_7o0e","2026-08-06T13:35:49.417Z","2026-08-22T13:23:18.491Z","'+2 packet | Manual IN entry recorded for J054","","0","","IN","pcs","Admin","Milk (দুধ) (Stock IN (+))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c218","log_1786023485756_q3vo","2026-08-06T13:38:05.760Z","2026-08-22T13:23:18.491Z","'-1 packet | Manual OUT entry recorded for J054","","0","","IN","pcs","Admin","Milk (দুধ) (Stock OUT (-))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
