_id,id,comment,created_at,order_number,rating,_migrated_at,_migrated_from
"6a89a3083fb8c43ecce7c498","1","","2026-07-11T15:43:51.298Z","93","5","""2026-08-22T13:49:17.340Z""","""public"".""reviews"""
